Título,Fecha,Cuerpo,URL,Sección
Alquilar una carpa en Mar del Plata costará entre 40 y 100 mil pesos,11 de diciembre de 2024,"Los precios que piden en  Mar del Plata para alquilar  carpas no bajan de los 40 mil pesos diarios y se escucha que inclusive trepan a los $100 mil. Los empresarios anunciaron una importante actualización en los valores de las carpas, un servicio muy requerido por quienes eligen las playas de la «Feliz». Sin embargo, se esperaba que, a pocos días del comienzo del verano y las esperadas vacaciones, diferentes ciudades de la Argentina actualizaran los precios de sus servicios buscando competir con el éxodo turístico a Brasil. Entre carpa y el estacionamiento, cada día en la playa arrancaría desde el equivalente a más de 50 dólares, o 300 reales, lo cual de movida inclina aún más la balanza turística hacia Brasil. Aun así, una carpa en Playa Grande implicará desembolsar alrededor de $ 3.200.000 por toda la temporada, mientras que en otras zonas populares como La Perla y Varese, el precio rondaría los $ 2.900.000. Estos valores representan un incremento considerable, ya que en la temporada 2024, una carpa costaba entre $ 1.000.000 y $ 1.200.000. En cambio, el alquiler diario de una carpa en Punta Mogotes representa entre $40.000 y $60.000, y el estacionamiento adicional puede sumar entre $6.000 y $10.000 por jornada.Inmobiliaria en la región Los concesionarios advirtieron que, pese a que se anunciaban muchos aumentos, la mayoría de las carpas tiene valores por debajo de la inflación y el nivel de reservas es muy alto. Además, que los valores de casas y departamentos también tuvieron una baja en estos días, buscando la llegada de más turistas. «Nosotros el año pasado cobramos $30.000 la carpa y este verano $50.000, muy por debajo de la inflación y apostamos a llenar todos los días», sostuvo el dueño del tradicional Balneario 12 de la ciudad de Mar del Plata. En la zona sur y en Playa Grande, los precios de las carpas serán muchos más caros, llegando, en algunos casos, a salir una carpa $100.000 el día. En la zona de Varese, los valores son un intermedio entre Mogotes y el sur, pero caros, porque una sombrilla en Cabo Corrientes, con cuatro sillas, tiene un valor en diciembre de $30.000 sin ningún otro servicio. – Vestuarios y duchas: áreas comunes para la comodidad de los visitantes.
– Seguridad: presencia de guardavidas y personal de vigilancia.
– Actividades recreativas: propuestas para toda la familia.
– Estacionamiento: opcional en ciertos balnearios, con un costo adicional. ",https://elsolnoticias.com.ar/alquilar-una-carpa-en-mar-del-plata-costara-entre-40-y-100-mil-pesos/,Provincia
Argentino de Quilmes: en la puerta del fracaso,8 de diciembre de 2024,"Argentino de Quilmes sufrió un duro golpe a su ilusión de ascender al perder 1-0 ante Los Andes, con gol de Gastón Gerzel en el estadio Eduardo Gallardón de Lomas de Zamora. La derrota, correspondiente al partido de ida de la final del Reducido de la Primera B, dejó al Mate en una posición desfavorable para alcanzar la Promoción contra Sarmiento (LB), campeón de la Reválida del Federal A, en la lucha por el tercer ascenso a la Primera Nacional.Argentino de Quilmes tickets El gol del partido llegó en el segundo tiempo, cuando Gerzel aprovechó una desatención defensiva y sentenció el marcador. El rendimiento del equipo y el contexto que rodea a Argentino volvieron a encender las críticas hacia la comisión directiva y la gestión institucional. La derrota en la primera final es solo el síntoma visible de una crisis profunda que atraviesa la institución de la Barranca. Desde hace meses, las decisiones de la comisión directiva y su «gerenciador» han sido objeto de críticas por parte de socios, hinchas y allegados al club. La falta de conducción deportiva, problemas con los pagos a jugadores y un manejo administrativo cuestionable han generado un clima de descontento generalizado. «Esto no es solo culpa del plantel ni del cuerpo técnico, es responsabilidad directa de quienes manejan el club. La falta de planificación nos está pasando factura», expresó un histórico hincha que prefirió mantenerse en el anonimato. Además, los constantes cambios en la estructura deportiva y la escasa comunicación oficial han profundizado la desconfianza hacia los dirigentes. La ausencia de un proyecto se refleja en un equipo que está al borde de terminar su año sin alegrías. Con este resultado, Argentino de Quilmes está obligado a revertir la serie en el partido de vuelta. Pero la pelea por el ascenso es una tarea titánica si no se resuelven los problemas estructurales del club. La presión sobre la comisión directiva crece, y el clamor popular pide cambios urgentes para evitar que la institución se hunda aún más en una crisis que parece no tener fin y otra temporada futbolistica que se puede escapar. ",https://elsolnoticias.com.ar/argentino-de-quilmes-en-la-puerta-del-fracaso/,Provincia
Watson y Kicillof inauguraron el Mercado Municipal,5 de diciembre de 2024,"Municipalidad de Florencio Varela “Un espacio con artículos de calidad a muy buen precio en una situación económica recesiva del país generada por las decisiones del Ejecutivo nacional que afectaron el bolsillo de la gente”, explicó Andrés Watson respecto a la estrategia vinculada al programa Mercados Bonaerenses. “Fue un proyecto impulsado con la misión de brindar soluciones a la ciudadanía en un aspecto clave: acceder a bienes alimenticios, evitar traslados, exhibir en las góndolas las elaboraciones locales”, añadió el Alcalde. Axel Kicillof evocó: “Al comienzo del mandato, nos propusimos la instalación de cinco puntos. En Florencio Varela, abrimos el noveno”. “Una política que conectó directamente al productor con el consumidor”, sintetizó. A modo de ejemplo, compartió una charla en el área de lácteos donde, “mediante la eliminación de intermediarios, vendían 20% más barato, y a eso agregar un 40% de reintegro con Cuenta DNI”. El edificio, situado en calle 1110, entre Diagonal Los Diaguitas y Diagonal Los Quilmes, fue organizado en distintos espacios con pescadería, quesos, leches, fiambres, alimentos, bebidas, panadería, verdulería, cámaras frigoríficas, entre otros. Previeron el funcionamiento de lunes a sábados de 9 a 18. La atención era dinámica. En la carnicería, Lucía llenaba su carrito. “Compré pollo. En otro stand, adquirí verduras: papa, cebolla. Muy lindo y accesible. Sobre todo, como jubilada, con remedios cada vez más caros y sin que me alcanzara la plata”, afirmó. Del otro lado del mostrador, Rubén, encargado de “Dumper”, destacó: “Pusimos la mejor carne”. Recalcó “el esfuerzo de los dueños” que posibilitó “importes $2000 por debajo de otros negocios”. Victoria y Bety tenían sus bolsas con pan e iban a continuar el itinerario. “Recién entramos, pero nos sirvió un montón que hayan abierto estas instalaciones. Evitamos tomarnos un micro e irnos más lejos”, comentaron. “¡Quedó espectacular!”, coincidieron. MAS DESARROLLO INDUSTRIAL Watson y Kicillof presidieron la apertura de la sede perteneciente a «Mas-tin», emplazada en el complejo fabril de Ingeniero Allan. Andrés Watson indicó “el permanente respaldo del gobierno provincial con políticas de fomento al ámbito manufacturero”. Señaló: “Tu gestión, Axel, conformó un escudo en defensa del pueblo, perjudicado por las medidas del Presidente de la Nación”. El titular en la administración varelense encontró en Kicillof “una esperanza hacia adelante, quien nunca bajó los brazos y accionó ante un contexto desfavorable”. Con relación a la firma, la primera figura en la Intendencia valoró “otra inversión que confió en nuestro distrito para crecer y que proyectó la continuidad en su ampliación a otro sector de este mismo predio”. Por su parte, el mandatario bonaerense evaluó en la esfera económica argentina actual “una bicicleta financiera insustentable”. En contraposición, remarcó a “empresarios de PyMes que, al conseguir una rentabilidad, pensaron en hacer una nueva planta”. Lamentó “el empeño de Milei en destruir la industria nacional” y ponderó estrategias que impulsaran “el crédito y el capital productivo”. La presidenta de la compañía -Susana Arguello- aseguró: “el Municipio nos incentivó muchísimo. Desde el día cero, nos brindaron apoyo y acompañaron en esta decisión de instalarnos en el PITec”. Describió el próximo desafío como “un sueño a cumplir: un establecimiento de 6000m. con 1000m. de oficinas”. ",https://elsolnoticias.com.ar/watson-y-kicillof-inauguraron-el-mercado-municipal/,Provincia
Sigue adelante la urbanización del barrio Once de El Pato,11 de diciembre de 2024,"Municipalidad de Berazategui Avanza la obra de urbanización del barrio Once, de El Pato, con la construcción de un Polo Educativo Integral (compuesto por una Escuela Primaria, una Secundaria y un Jardín de Infantes), un Salón de Usos Múltiples (SUM), una plaza y un circuito deportivo; el mejoramiento del espacio público en general y una obra de alumbrado público. El Polo Educativo Integral se construye en el predio ubicado entre las calles 513, 622, 623 y 514.
Las obras son posibles gracias al convenio firmado con el Organismo Provincial de Integración Social y Urbana (OPISU); el financiamiento del Banco Interamericano de Desarrollo (BID); y la gestión del gobernador Axel Kicillof, junto con el intendente Juan José Mussi. Al respecto, la titular de la Agencia de Tierras y Hábitat municipal, Cecilia Roldán, expresó: “las obras vienen avanzando muy bien. Las expectativas son grandes, porque tienen como objetivo fortalecer la educación pública, algo en lo que el intendente Mussi pone el foco todo el tiempo. Asimismo, desde la Municipalidad estamos ocupados en seguir desarrollando proyectos de urbanización en todo Berazategui”. Asimismo, Gabriela Medina (directora provincial de Control y Supervisión de Proyectos y Obras), afirmó: «además de un Polo educativo-recreativo muy importante, los trabajos comprenden un SUM. Nos acompañó la Dirección General de Escuelas, que vino a verificar los pasos previos a la habilitación y puesta en funcionamiento del Polo. La inversión del Estado provincial, a través del OPISU, es muy significativa. Es fundamental que hayamos podido sostener esta obra, teniendo en cuenta la importancia de la educación pública para los chicos de los barrios populares de la provincia de Buenos Aires; muy diferente al contexto a nivel nacional, que apunta claramente a la ausencia de obra pública”. ",https://elsolnoticias.com.ar/sigue-adelante-la-urbanizacion-del-barrio-once-de-el-pato/,Provincia
Obras de integración social y urbana,10 de diciembre de 2024,"Organismo Provincial de Integración Social y Urbana La directora ejecutiva del Organismo Provincial de Integración Social y Urbana (OPISU), Romina Barrios, visitó junto al intendente de Berazategui, Juan José Mussi, obras de integración social y urbana en los barrios Once y Compal, que buscan garantizar mejores condiciones de vida para unos 4.000 vecinos. En este sentido, visitaron el Polo  Educativo que estamos ejecutando en el barrio Once, que cuenta con una Escuela Primaria de 12 aulas, una Escuela Secundaria de 6 aulas, un jardín inicial con otras 6 aulas y un sector deportivo. Este establecimiento otorga 690 nuevas vacantes para niños, niñas y jóvenes de la zona puedan formarse en los niveles iniciales y desarrollar una mejor calidad de vida. Además, este proyecto cuenta además con la construcción de un polideportivo para que las infancias puedan realizar actividades deportivas y sociales. Por otra parte, en el barrio Compal recorrieron el avance de la construcción de la red de agua y cloaca que se está ejecutando, que garantiza el acceso a estos servicios básicos a todos los hogares del lugar porque se están ejecutando más de 1.570m de cañería cloacal con sus correspondientes accesorios, 16 bocas de registro, 189 conexiones domiciliarias cloacales y 55 de agua. Finalmente los funcionarios visitaron la obra de construcción del polideportivo donde se está ejecutando un SUM de 200m2, un playón multiuso con equipamiento y trabajos de mejora en el entorno donde se colocarán juegos infantiles, posta aeróbica, veredas, bancos y mesas. Luego de la recorrida, ambos funcionarios manifestaron la importancia de trabajar coordinadamente entre el Municipio y la Provincia para realizar obras y programas que atiendan las demandas de estas comunidades. “Esto demuestra todo lo que venimos haciendo en un Estado presente, en marcha, con obra pública, y convencidos que este es el Estado que queremos”, remarcó Barrios. ",https://elsolnoticias.com.ar/obras-de-integracion-social-y-urbana/,Provincia
Argentino de Quilmes: Una institución en la cuerda floja,7 de diciembre de 2024,"El Club Argentino de Quilmes atraviesa un momento agridulce. Mientras el equipo dirigido por Adrián “El Pirata” Czornomaz se prepara para disputar una nueva final en su lucha por el ansiado ascenso, los problemas institucionales y las polémicas en torno a su dirigencia han generado malestar en socios e hinchas. El conjunto, que viene de vencer a Excursionistas en las semifinales, se enfrenta por segundo año consecutivo a esta instancia definitoria tras quedar eliminado en penales ante San Miguel la temporada pasada. Con 80 puntos acumulados en la tabla general, solo por detrás de Colegiales, “El Criollo” demostró ser uno de los equipos más regulares del campeonato. La continuidad de una base sólida, refuerzos de experiencia como Leandro González y Mauro Bogado, y la influencia de Czornomaz han consolidado al equipo dentro del campo de juego. Sin embargo, la situación fuera de él es otra historia. Un club en manos de capitalistas La gestión del presidente Hernán Romero, en conjunto con Javier Campesi y el socio conocido como Píres, ha generado una ola de críticas por parte de la comunidad del club. Estos tres dirigentes han sido señalados como los principales responsables de la creciente privatización y mercantilización de la institución, una situación que muchos socios ven como un ataque directo al carácter social y deportivo que siempre identificó al club.Ver deportes en directo online Las decisiones de la cúpula dirigencial han estado marcadas por la falta de transparencia y comunicación con los socios. Desde la venta de activos hasta la gestión de los ingresos por derechos de televisión y patrocinadores, todo parece concentrarse en beneficiar intereses personales antes que al club. “Están haciendo del club una empresa, olvidándose de los hinchas y la historia de Argentino de Quilmes”, declaró un socio veterano que prefirió mantener el anonimato. El peso de la protesta social La indignación no solo se manifiesta en redes sociales, sino también en el estadio y las asambleas. Durante los últimos partidos, varios grupos de hinchas han desplegado banderas y pancartas con mensajes de rechazo a la dirigencia. “Romero y su banda fuera del club” o “Argentino no está en venta” son solo algunas de las consignas que resuenan en las tribunas. A pesar del enojo, la dirigencia parece hacer oídos sordos. La falta de rendición de cuentas y las decisiones unilaterales no hacen más que avivar el conflicto. Incluso algunos exdirectivos han alzado la voz, denunciando irregularidades y posibles manejos turbios en las finanzas del club. El dilema del hincha: Apoyar al equipo o enfrentar a la dirigencia Con la final a la vuelta de la esquina, muchos hinchas enfrentan un dilema moral. Por un lado, está el deseo de apoyar al equipo en un momento histórico; por otro, la convicción de que un triunfo podría ser utilizado por la dirigencia para reforzar su control sobre el club. Mientras tanto, el futuro de Argentino de Quilmes sigue siendo incierto. Aunque el éxito deportivo está al alcance, las grietas institucionales amenazan con desmoronar los pilares que sostienen a este histórico club del fútbol argentino. ¿Será posible revertir la situación y devolver el club a sus verdaderos dueños: los socios y los hinchas? La respuesta, por ahora, está tan disputada como el ascenso que busca “El Criollo”.Ver deportes en directo onlineVer fútbol en directo online ",https://elsolnoticias.com.ar/argentino-de-quilmes-una-institucion-en-la-cuerda-floja/,Provincia
"«Con Milei, mientras unos pocos se benefician, el pueblo sufre recortes»",10 de diciembre de 2024,"Carlos Bianco, actual ministro de Gobierno bonaerense Desde sus redes sociales, Carlos Bianco dijo «a un año de gobierno del presidente (Javier) Milei, estamos viviendo una catástrofe económica y social sin precedentes en la historia Argentina». «Con Milei, mientras unos pocos se benefician, el conjunto del pueblo sigue sufriendo las desastrosas consecuencias de recortes que perpetra el Gobierno nacional», alertó. Además, Bianco destacó el esfuerzo conjunto con el gobernador Axel Kicillof para mitigar los efectos de la crisis en territorio bonaerense. «Hoy más que nunca, junto a Kicillof trabajamos en la provincia de Buenos Aires para ser un escudo que proteja a todos los bonaerenses ante esta calamitosa situación», expresó el funcionario. Asimismo, ratificó el compromiso con la construcción de una alternativa que priorice los derechos de la ciudadanía: «vamos a seguir poniendo todo nuestro empeño para construir la alternativa que defienda los derechos y el futuro de nuestro pueblo», concluyó. Estas declaraciones se dan en un escenario marcado por el debate político en torno a las políticas de ajuste fiscal implementadas por la administración de Milei. Desde el oficialismo provincial, sostienen que las medidas nacionales han generado «un gran deterioro del tejido social» en diversos sectores, particularmente en la provincia de Buenos Aires. ",https://elsolnoticias.com.ar/con-milei-mientras-unos-pocos-se-benefician-el-pueblo-sufre-recortes/,Provincia
Avanzan el nuevo pabellón de pediatría del Hospital Iriarte,14 de diciembre de 2024,"Beneficiará a más de 500 mil vecinos y vecinas.  Más 500 mil vecinos y vecinas de Quilmes serán los beneficiados de las obras que, junto con la inversión en salud pública, el gobierno de la Provincia de Buenos Aires está realizando para el nuevo pabellón de pediatría del  Hospital Iriarte. Fiestas y eventos en QuilmesComprar vitaminas y suplementos Se destinaron un monto total estimado de $5.800 millones para los trabajos de infraestructura que incluyen la construcción de un nuevo edificio de dos pisos, con subsuelo y azotea, que estará vinculado al edificio ya existente por medio de rampas en planta alta y en planta baja, lo que permitirá su conexión con el ingreso principal al Hospital. Diariamente pasan por este centro de salud un centenar de niños y niñas que al finalizar esta obra dispondrán de un edificio destinado, en forma exclusiva, a la internación pediátrica, con un total 1.800 m2 que incluyen un sector de internación pediátrica, con 26 habitaciones y 50 camas, sanitarios y todas las dependencias médicas de apoyo: enfermería, sectores de terapia, office de alimentación, sala de curaciones y sala de estar para familiares. Asimismo, el nuevo pabellón contará con sala de guardia y shock room con ingreso propio, además de consultorios externos. El Hospital Iriarte tiene más de 100 años y es uno de los centros de salud públicos de referencia en la zona sur del Gran Buenos Aires.  Se realizan numerosas prácticas médicas y consultas y ofrece una amplia cartilla de profesionales médicos. Comprar vitaminas y suplementos El nuevo edificio, cuya obra avanzo en un 75%, está siendo construido a partir reutilización de otro que se encontraba en estado de abandono absoluto hace muchos años. Ahora el establecimiento podrá ampliar su capacidad y mejorar la atención a la comunidad en distintas especialidades fortaleciendo así sistema público de salud de la Provincia. Estos trabajos forman parte del Plan Integral de Infraestructura Hospitalaria de la Provincia que contempla una importante inversión para el mejoramiento de los establecimientos sanitarios, especialmente en un contexto de ajuste y paralización de obras por parte del gobierno Nacional. Pero además forman parte de un proyecto mayor de Infraestructura del Cuidado que incluyen a las obras que garantizan el derecho a recibir y a brinda cuidados, igualar oportunidades y reducir las brechas de género, edad y territorio. Se planifican y ejecutan los proyectos de infraestructura para ampliar la cobertura y fortalecer los servicios existentes en las áreas de cuidado para las infancias y las juventudes, la salud, los géneros, las personas mayores y las personas con discapacidad. Obras que transforman la calidad de vida de las y los bonaerenses. ",https://elsolnoticias.com.ar/avanzan-el-nuevo-pabellon-de-pediatria-del-hospital-iriarte/,Provincia
Encuentro Provincial de Mujeres y Diversidades de Barrios Populares,9 de diciembre de 2024,"Organismo Provincial de Integración Social y Urbana El OPISU realizó junto al Ministerio de las Mujeres y Diversidad un Encuentro Provincial de Mujeres y Diversidades de Barrios Populares en la República de los Niños, como corolario del trabajo que viene implementando el OPISU para fortalecer la perspectiva de género y abordar sus problemáticas específicas en cada territorio donde se ejecutan proyectos de reurbanización. Participaron más de 200 referentas, mujeres y diversidades que lideran organizaciones comunitarias de los barrios Carlos Gardel y Presidente Sarmiento, Morón; San José y Biocca, San Vicente: 17 de Noviembre, Lomas de Zamora; Villa Itatí, Quilmes; Villa Porá, Lanús; Costa Esperanza, Costa del Lago, 8 de Mayo y La Cárcova, San Martín; Melchor Romero, La Plata; y La Carolina, Florencio Varela que intercambiaron experiencias en las comisiones de Hábitat y Género, Economía Popular, Tareas de Cuidados y Abordaje de Violencia por Razones de Género.Fiestas y eventos en Quilmes El acto de cierre estuvo encabezado por la directora provincial de Integración Social del OPISU, Julieta Esquibel; la ministra de Mujeres y Diversidad, Estela Díaz, la directora de la Escuela de Género, Gobierno y Comunidad, Iris Pezzarini, y la directora de la Unidad de Promoción de Políticas de Género y Diversidad del Ministerio de Hábitat y Desarrollo Urbano, Laura Arano. ",https://elsolnoticias.com.ar/encuentro-provincial-de-mujeres-y-diversidades-de-barrios-populares/,Provincia
Kicillof aseguró que la Provincia mantendra a Aerolíneas Argentinas frente a una venta,9 de diciembre de 2024,"""Aerolíneas Argentinas no se vende, la patria no se vende"", sentenció el mandatario bonaerense, quien calificó esta posible privatización como una repetición de los errores de los años 90. El gobernador de la provincia de Buenos Aires, Axel Kicillof, aseguró que su administración comenzó a explorar alternativas para impedir una eventual venta de Aerolíneas Argentinas a una empresa extranjera, una posibilidad que ha sido mencionada en el marco del gobierno de Javier Milei. Durante una conferencia de prensa en la Casa de Gobierno de La Plata, y acompañado por sectores sindicales, Kicillof planteó que la solución podría incluir una «transferencia» o «venta de acciones» hacia las provincias. «Aerolíneas Argentinas no se vende, la patria no se vende», sentenció el mandatario bonaerense, quien calificó esta posible privatización como una repetición de los errores de los años 90. «No estamos en condiciones de que destruyan Aerolíneas Argentinas otra vez. Ya sufrimos el vaciamiento de los ferrocarriles, no podemos permitir que pase lo mismo con la aerolínea de bandera», agregó. El anuncio de Kicillof se produjo en medio de rumores sobre la intención del gobierno nacional de incluir el debate de la privatización en las sesiones extraordinarias del Congreso. El gobernador calificó estas versiones como una «bomba de humo» y una estrategia de «parafernalia política». «En lugar de gestionar, el Ejecutivo nacional usa este tema como un caballito de batalla político. Estamos a la espera de que decidan si quieren trabajar para el pueblo o llevar a cabo el desastre que tienen en mente. La Provincia está evaluando todos los caminos posibles para evitarlo», indicó Kicillof. El mandatario rechazó las acusaciones de que Aerolíneas genera pérdidas y afirmó que, en 2023, la empresa no requirió asistencia del Tesoro Nacional. Según Kicillof, en el caso de Buenos Aires, la aerolínea representa un beneficio económico de 2.665 millones de dólares anuales gracias a las operaciones aeroportuarias, el turismo y otros efectos positivos. «Cuando privatizaron Aerolíneas en el pasado, lo único que hicieron fue robarse rutas, aviones y capacidades de la empresa. Este nuevo intento de privatización es un saqueo encubierto», sostuvo Kicillof, al tiempo que destacó la importancia de mantener los 21 destinos nacionales que solo Aerolíneas cubre. El gobernador también cuestionó las políticas de «cielos abiertos» promovidas por el gobierno nacional, acusando a las aerolíneas low-cost de no cumplir con los estándares de calidad necesarios. Kicillof concluyó con un mensaje firme: «Si el Gobierno quiere liquidar, vaciar o cerrar Aerolíneas Argentinas, no lo vamos a permitir. Es un instrumento central para la conectividad, el desarrollo y la equidad territorial del país». La posible privatización de la aerolínea de bandera promete convertirse en un tema central de debate político en los próximos meses, con fuertes posturas desde distintos sectores del arco político y sindical. ",https://elsolnoticias.com.ar/kicillof-aseguro-que-la-provincia-mantendra-a-aerolineas-argentinas-frente-a-una-venta/,Provincia
Kicillof: «unidad y reconstrucción»,12 de diciembre de 2024,"Partido Justicislista Cristina Fernández de Kirchner asumió la presidencia del Partido Justicialista (PJ) en un acto celebrado en la Universidad Metropolitana para la Educación y el Trabajo. Aunque el gobernador de la Provincia de Buenos Aires, Axel Kicillof, no estuvo presente en la ceremonia, aprovechó la red social X para felicitar a la expresidenta por este nuevo desafío al frente del principal partido político del país. A través de su cuenta de X (ex Twitter), Kicillof publicó un mensaje de felicitación dirigido a Cristina, destacando la importancia del proceso de «unidad y reconstrucción» que el PJ atraviesa. El gobernador expresó: «Felicito a @CFKArgentina y a las nuevas autoridades ante este nuevo desafío de unidad y reconstrucción del @p_justicialista». Sin embargo, la ausencia de Kicillof en el evento no pasó desapercibida y generó especulaciones sobre la creciente tensión interna dentro del kirchnerismo. Aunque Kicillof alegó problemas de agenda para justificar su ausencia en la ceremonia, fuentes cercanas al gobernador confirmaron que su agenda en Pehuajó, Carlos Casares y Bragado, ya estaba programada con antelación. A pesar de ello, la ausencia del mandatario provincial podría interpretarse como una nueva señal de la escalada en la interna kirchnerista, que ha ido aumentando en los últimos tiempos. En su discurso, Cristina Kirchner se refirió a los dirigentes que, según ella, han pasado a ser «militantes electorales», en un claro reproche a aquellos que no han mantenido el perfil político del kirchnerismo. En este contexto, la ausencia de Kicillof podría ser vista como una respuesta tácita a este cuestionamiento. CFK CONTRA MILEI En su intervención, Cristina no dudó en criticar al presidente Javier Milei, que celebra su primer año en la Casa Rosada. La expresidenta aprovechó el aniversario de la asunción de Milei para hacer un análisis del panorama económico y político del país. «Lo que hoy está viviendo la Argentina es más viejo que el sol. Es la cuarta experiencia de valorización financiera», señaló, apuntando contra el ajuste económico implementado por el gobierno de Juntos por el Cambio. Cristina también lanzó una dura crítica sobre el modelo económico extractivista del gobierno de Milei, cuestionando las políticas de ajuste y el «extractivismo consagrado por el RIGI» (Reglamento Interno de Gestión de Inversiones), un régimen que según ella favorece a los intereses internacionales. EL FUTURO El acto de asunción de Cristina también estuvo marcado por una serie de reflexiones sobre la unidad interna del PJ y las tensiones que atraviesan al kirchnerismo en la actualidad. En su discurso, la expresidenta también reconoció que, aunque el país atraviesa momentos difíciles, el sostenimiento del superávit comercial no ha sido suficiente para paliar el déficit de los servicios públicos.
El regreso de Cristina a la presidencia del PJ marca un nuevo capítulo en la política argentina. El partido más importante del país intenta reorganizarse tras los duros golpes electorales recibidos en las últimas elecciones y la aparición de nuevos liderazgos dentro del espacio. Sin embargo, la figura de Cristina sigue siendo central para el movimiento kirchnerista y su capacidad de unificar al PJ será clave para el futuro político del país, según publica www.grupolaprovincia.com. ",https://elsolnoticias.com.ar/kicillof-unidad-y-reconstruccion/,Provincia
El Gobierno bonaerense financiará 68 proyectos de innovación tecnológica,18 de diciembre de 2024,"Ministerio de Producción, Ciencia e Innovación Tecnológica de la Provincia de Buenos Aires En el marco de la tercera convocatoria del Fondo de Innovación Tecnológica de Buenos Aires (FITBA), el Ministerio de Producción, Ciencia e Innovación Tecnológica financiará proyectos por $1700 millones a través de aportes no reembolsables asignados a la Provincia por el Consejo Federal de Inversiones (CFI).
El programa FITBA promueve que universidades e instituciones de ciencia y tecnología desarrollen innovaciones para incrementar la competitividad de las pymes y cooperativas industriales, para aportar al diseño e implementación de políticas públicas, o para resolver problemáticas de los municipios bonaerenses. Desde el lanzamiento durante 2022, el FITBA lleva financiados 118 proyectos de desarrollo tecnológico con impacto en 72 pymes y 46 políticas públicas provinciales y municipales. Y ha vinculado a más de 43 universidades e institutos de investigación con asiento en la Provincia de Buenos Aires con las demandas del sector productivo. En esta última edición se presentaron 352 proyectos, una cifra que duplica el número de propuestas recibidas en 2023 y representa un aumento del 170% en relación a 2022. El monto total destinado a las iniciativas, que asciende a $1700 millones, es la mayor inversión en financiamiento provincial para desarrollo tecnológico de la historia. Los proyectos a financiar involucran a 26 instituciones beneficiarias. Estas incluyen centros tecnológicos de la Comisión de Investigaciones Científicas (CIC) de la Provincia de Buenos Aires, universidades nacionales y provinciales, Institutos del CONICET e incluso organismos nacionales con asiento en la Provincia, como el INTI o el INTA. Cabe destacar la presencia de instituciones que participarán por primera vez en el FITBA, como la Universidad Provincial de Ezeiza, la Universidad Nacional de Avellaneda y las Facultades regionales de Haedo, Mar del Plata y Pacheco, de la Universidad Tecnológica Nacional. 33 MUNICIPIOS En términos territoriales, los proyectos a adjudicar en esta edición abarcan 33 municipios de la Provincia. Mientras que La Plata se distingue como el distrito donde se desarrollará una mayor cantidad de proyectos, seguido por General Pueyrredón, Moreno, Ensenada, La Matanza y General San Martín. Esta tercera adjudicación amplía el alcance territorial del FITBA, ya que en 11 municipios se desarrollarán proyectos por primera vez: Balcarce, Berisso, Bragado, Escobar, Ezeiza, General Lamadrid, General Las Heras, Ituzaingó, Leandro N. Alem, Rauch y Villarino. Los proyectos financiados corresponden a soluciones basadas en diversos campos tecnológicos como Ingenierías, TICs e Inteligencia Artificial, Nanotecnología, Biotecnología, Tecnología de Materiales y Tecnología en Alimentos. La tercera edición del FITBA generará impactos concretos en 42 mipymes y cooperativas de la Provincia, que mejorarán su productividad, automatizarán procesos, desarrollarán nuevos y mejores productos, sustituirán importaciones y podrán refuncionalizar residuos, entre otros beneficios.
Además, los proyectos seleccionados contribuirán a la mejora de las políticas provinciales y de los gobiernos locales en temáticas como salud, ambiente, vivienda y hábitat, entre otras. ",https://elsolnoticias.com.ar/el-gobierno-bonaerense-financiara-68-proyectos-de-innovacion-tecnologica/,Provincia
Katopodis: «la pobreza sube por el desastroso plan económico de Milei y Caputo»,16 de diciembre de 2024,"El ministro de Infraestructura y Servicios Públicos de la provincia de Buenos Aires, Gabriel Katopodis, apuntó contra el presidente de la Nación, Javier Milei, y el titular de la cartera de Economía, Luis Caputo, y aseguró que “la pobreza sube por su desastroso plan económico” y por la “paralización total de la obra pública”. Por otra parte, desde su cuenta oficial de la red social X, remarcó que el presidente de AySA, Marcelo Papandrea, “ratificó” que van a privatizar la empresa estatal y que “eso ya sucedió y salió muy mal”. “En su momento, quebraron y fundieron una empresa que es social, que debe garantizar el acceso a un derecho básico universal. La consecuencia fue que no hubo obras durante años, pidieron créditos que nunca utilizaron para inversión, no se amplió la red de saneamiento ni se mejoró el mantenimiento de la red de agua potable”, recordó. Asimismo, informó que durante la administración de su anterior titular, Malena Galmarini, “1.8 millones de personas accedieron al agua potable y 1.3 millones a cloacas, se finalizaron 1.800 obras y quedaron 300 en ejecución que hoy están paralizadas” como el Sistema Riachuelo, el Sistema Berazategui, el Sistema Agua Norte y el Agua Sur. En la misma línea, indicó que cerrando el Ente Nacional de Obras Hídricas de Saneamiento (ENOHSA) y privatizando AySA, el Gobierno Nacional “condena” al Gran Buenos Aires, junto a todas las regiones desfavorecidas del interior, a no poder cerrar las brechas de acceso a agua y saneamiento: “Es una mala idea sanitaria, económica y social”, añadió. “El Conurbano es hoy un campo minado de obras paradas a cielo abierto, con la inseguridad y el despilfarro de inversión que ya se hizo. La ecuación es ruinosa por donde se la mire: no hacen las obras, tampoco las transfieren, obviamente no inician nuevas, ejecutan un ínfimo mantenimiento, pero multiplican la tarifa a niveles altísimos. Una genialidad”, finalizó Katopodis. ",https://elsolnoticias.com.ar/katopodis-la-pobreza-sube-por-el-desastroso-plan-economico-de-milei-y-caputo/,Provincia
