Título,Cuerpo,URL,Fecha
No afloja la pelea entre Máximo Kirchner y Kicillof y ya golpeó en el gobierno de un municipio del Conurbano,"La tensión que se vive en el seno de la Provincia entre Axel Kicillof y Máximo Kirchner lejos está de calmarse. Más bien todo lo contrario. Tanto que prácticamente acaba de hacer estallar el gobierno de un importante municipio del oeste del Conurbano bonaerense.

La disputa entre el kicillofismo por un lado y el kirchnerismo y La Cámpora por el otro acaba de plasmarse en Morón, donde al intendente Lucas Ghi le dijeron que tiene que ir. ""No entendiste ni entendés nada. El Gobierno no es tuyo sino nuestro. Te tenés que ir. Te vas"", fueron las palabras que el fundador de Nuevo Encuentro, Martín Sabbatella, le disparó al actual jefe comunal desde 2019. Mientras Sabbatella es uno de los dirigentes bonaerenses más ultrakirchnerista que se puede encontrar, Ghi está referenciado en el sector que acompaña al mandatario provincial.

Según publica Clarín, la respuesta de Ghi lejos fue la de aceptar lo que le reclamaba su anterior jefe político. ""No es así. Si querés plantear que me vaya deberías hacerlo de otra manera, con humildad y respetando a los demás. No me voy a ir"", fueron sus palabras.

La ruptura está planteada y no tiene marcha atrás. Y obliga a pensar cómo seguirá la gestión de Ghi, ya que 15 de los 20 secretarios de su gabinete responderían a Sabbatella, lo que hace creer que se podría dar un virtual vaciamiento de funcionarios.

Además, Sabbatella habría intentado impulsar un juicio político en el Concejo Deliberante contra Ghi y también habría estado detrás de la negativa a votar la ordenanza Fiscal Impositiva. Y hasta se le atribuye a su esposa, la legisladora ultrakirchnerista Mónica Macha, haber escrito que ""Ghi es un traidor"" en un chat del partido.

Ghi cuenta con el respaldo de algunos funcionarios provinciales que no sólo responden a Kicillof, sino que también esperan que profundice su distanciamiento de Cristina y Máximo. Entre los que lo defienden están Andrés ""Cuervo"" Larroque y Augusto Costa, quien días atrás, durante un acto en Morón, tuvo un cruce con Sabbatella cuando le cuestionó que ""venís empujando para sacarte una foto con nosotros si te la pasás tirando mierda a Axel, que es mi amigo"".",https://www.eldia.com/nota/2024-12-19-9-30-0-no-afloja-la-pelea-entre-maximo-kirchner-y-kicillof-y-ya-golpeo-en-el-gobierno-de-un-municipio-del-conurbano-politica-y-economia,19/12/2024
Argentino de Merlo presentó otros dos refuerzos,"De cara al 2025, la Academia sumó dos nombres a los cuatro ya presentados anteriormente.

De cara al 2025, la Academia sumó dos nombres a los cuatro ya presentados anteriormente.

El técnico Nicolás Ferraresi sigue proyectando el próximo año para Argentino de Merlo. A las llegadas de Leonel Llodrá, Lucas Scarnato, Fernando Maldonado y Alejandro Gómez, se le suman dos caras conocidas.

Los mellizos Juan Bautista y Juan Manuel Sánchez de León, con pasado en el club, se regresaron a la Academia del Oeste para ir en busca del sueño de alcanzar la Primera Nacional.

Bautista había llegado en febrero de 2023 después un paso fugaz por Midland y 9 de Julio. Durante el 2024. llevó la camiseta de Central Norte de Salta, donde consiguió el ascenso la segunda categoría, aunque sin muchos minutos.

Por su parte, Manuel fue integrante del plantel campeón en 2022, año en el que llegó desde Real Pilar. En 2024 emigró hacia Colombia para jugar en el Inter Palmira de la segunda división.

Además, Ferraresi podrá seguir contando con varias de sus piezas claves. Diego Ursino y Luciano Romero, quienes consiguieron el ascenso a la Primera B, pusieron la firma para seguir en el 2025.

Otros de los renovados son Alan Salvador, Joel Ortíz, Axel Guerra, Carlos Giménez y Víctor López.",https://www.el1digital.com.ar/deportes/nacional/argentino-de-merlo-presento-otros-dos-refuerzos/,19/12/2024
"Yebra, mano derecha de Balcedo, condenado a 6 años de prisión","La sede central del SOEME en las calles 1 entre 55 y 56 de nuestra ciudad / Web

La sede central del SOEME en las calles 1 entre 55 y 56 de nuestra ciudad / Web

El Tribunal en lo Criminal Federal Número 1 de La Plata condenó a Mauricio Yebra, mano derecha de Marcelo Balcedo en el SOEME, a 6 años de prisión por asociación ilícita, lavado de activos y administración fraudulenta. Además recibieron 4 años de prisión el uruguayo Hebert Raúl Da Cunha y Sergio Omar Martínez, colaboradores directos de Yebra, también por asociación ilícita.

También fueron condenados Pablo Andrés Landini, Julio César Pecollo, Guillermo Daniel Chávez (representante legal del SOEME) y Silvia Hebe Canal.

En la causa también estaba imputada la madre de Marcelo Balcedo, Myriam René Chávez, pero por haber fallecido se cerró su causa.

El Tribunal Oral en lo Criminal Federal 1 de La Plata dará a conocer los fundamentos de su fallo el próximo 25 de marzo de 2025. A partir de esa fecha, las partes involucradas tendrán plazo para presentar apelaciones.

La investigación iniciada por el juez Federal Ernesto Kreplak en 2015 se enfocó en un esquema de corrupción dentro del Sindicato de Obreros y Empleados de la Minoridad y Educación (SOEME).

Así en 2019, la pesquisa, en la casa de Yebra, situada en las calle 13 y 665 de la localidad de Ensenada, encontró un arsenal de armas y municiones.

Según la investigación de Kreplak, Balcedo, a través de Yebra, retiró entre los años 2012 y 2013 de una cuenta del sindicato en el Banco Columbia unos 80 millones de pesos a raíz del poder que le había otorgado el líder sindical para operar en su supuesto vaciamiento.

Entre los delitos comprobados se destacan el desvío de fondos sindicales, mediante facturación falsa y contratos inexistentes; el Lavado de Activos a través de la adquisición de bienes de lujo y creación de empresas para ocultar dinero ilícito y la Asociación Ilícita, liderada por un grupo que utilizó el sindicato como vehículo para su beneficio personal.

En la confiscación de bienes, se encontraron Propiedades ubicadas en destinos turísticos como Bariloche, Mar del Plata y Cariló; vehículos de lujo, incluyendo marcas como Land Rover, Porsche y Mercedes Benz y embarcaciones y cuatriciclos adquiridos con dinero ilícito.

Además se impusieron severas multas a empresas implicadas, como Edigráfica S. A. ($117,2 millones) y El Chaqueñito S.A. ($73,4 millones), utilizadas para lavar activos.

El ex líder del SOEME, Marcelo Balcedo, continúa en Uruguay cumpliendo una condena en ese país. Argentina mantiene activa su solicitud de extradición para juzgarlo por los desvíos de dinero ocurridos entre 2012 y 2018.

La causa SOEME se convirtió en un caso emblemático en la lucha contra la corrupción sindical, marcando un precedente para futuras investigaciones y sentencias.

En junio pasado la Corte Suprema de Justicia de la Nación confirmó la normalización del Sindicato de Obreros y Empleados de Minoridad y Educación (SOEME), y terminó con el intento de volver a la jefatura del gremio de Marcelo Balcedo, detenido en Uruguay por defraudación contra el sindicato, de volver a hacerse cargo.

La resolución confirma la normalización del SOEME en el marco de la causa caratulada cómo “Sindicato de Obreros y Empleados de Minoridad y Educación c/ EN – M Trabajo Empleo y Seguridad Social y otro s/ juicio s sumarísimo”.

En el año 2022, el Juzgado Nacional de Primera Instancia del Trabajo n°31 dictó la sentencia que instaba al entonces Ministerio de Trabajo de la Nación a la normalización del sindicato, manteniendo la Intervención Judicial hasta que se formalice la nueva conducción del gremio.

La sentencia fue confirmada por la Sala VII de la Cámara Nacional de Apelaciones del Trabajo y ahora por la Corte Suprema, que rechazó el recurso de queja por denegación del recurso extraordinario federal interpuesto contra el fallo de la Sala VII.

Con la sentencia de la Corte, ya no quedan instancias de apelación para cuestionar el fallo que implica la normalización del SOEME, en los términos que indicó el Juzgado del Trabajo n°31.",https://www.eldia.com/nota/2024-12-19-1-10-11-yebra-mano-derecha-de-balcedo-condenado-a-6-anos-de-prision-politica-y-economia,19/12/2024
recomendaciones para mantener una alimentación balanceada a fin de año,"El Servicio de Alimentación del Policlínico Central de San Justo lanzó una campaña de prevención de los atracones en los días festivos.

El Servicio de Alimentación del Policlínico Central de San Justo lanzó una campaña de prevención de los atracones en los días festivos.

Las fiestas de Navidad y Año Nuevo suelen organizarse en torno a los encuentros con la familia y los amigos en almuerzos y cenas con comidas variadas y, en muchas ocasiones, excesos. Para evitar atracones y, al mismo tiempo, mantener una alimentación balanceada, el Servicio de Alimentación del Policlínico Central de San Justo lanzó la campaña “Fiestas saludables”.

La iniciativa, impulsada por las licenciadas en Nutrición Paula Benito y Denise Ferrero, promueve el disfrute de las comidas en los días festivos sin dejar de lado los aspectos nutricionales. “No hay que volverse locos, sino tratar de comer un poco mejor”, destacó Benito.

En este sentido, recomendó no saltearse comidas y cumplir con el desayuno, el almuerzo y la merienda. “Si hay muchas opciones en la cena, sugerimos elegir algunos alimentos y disfrutar del resto al día siguiente. Además, es clave la hidratación con agua o limonadas caseras, evitar las gaseosas e incorporar opciones frutales en los postres”, explicó.

Por su parte, Ferrero hizo hincapié en la cultura de la dieta y la presión que sufren principalmente las mujeres para alcanzar un cuerpo estandarizado y hegemónico. “Es una problemática presente desde hace años y que plantea objetivos imposibles de conseguir. Es importante cuestionarla porque es dañina para el organismo”, alertó.

En esta misma línea, informó que tanto la aplicación de diversas dietas como el ascenso y descenso de peso son “insostenibles”. “Producen alteraciones metabólicas que, generalmente, se dan en la edad adulta. En las Fiestas, no hay que pensar en cómo bajar los kilos que podemos subir, sino de qué manera revincularnos con el alimento”, consideró.

Asimismo, las profesionales incentivaron la inclusión de alimentos en lugar de su prohibición en la alimentación diaria. “Hay que transmitir un mensaje más saludable que promueva la inclusión. Tenemos que desarrollar una conexión con la alimentación desde el punto de vista de sumar nutrientes y alimentos”, agregaron.

* No sentir culpa. Lo importante es priorizar el disfrute en familia y escuchar las señales internas de apetito y saciedad.

* Nada de “dietas locas” al día siguiente. Mantener la hidratación y continuar con la alimentación habitual.

* Elegir alimentos frescos en la mesa: ensalada de vegetales, de frutas y jugos naturales.

* No dejar los alimentos en la sobremesa más de dos horas para evitar intoxicaciones alimentarias.",https://www.el1digital.com.ar/sociedad/fiestas-saludables-recomendaciones-para-mantener-una-alimentacion-balanceada-a-fin-de-ano/,19/12/2024
"Espert pidió ""bala"" para los dos motochorros que ejecutaron a un policía en Laferrere","El teniente 1º Ildo Daniel Artola fue asesinado este miércoles por motochorros que le dispararon cuando se dirigía a hacer un servicio adicional en Gregorio de Laferrere.

Por el brutal crimen no hay detenidos.

El Diputado Nacional y aspirante a la Gobernación bonaerense por el oficialismo, José Luis Espert, pidió en redes sociales “bala” para los delincuentes.

Desde hace tiempo el legislador por la Provincia viene utilizando un latiguillo que señala “cárcel o bala” para quienes cometen delito, lo que le ha valido denuncias de sectores del trotskismo, pero también respaldo de vecinos hartos de la inseguridad.",https://www.lanoticia1.com/noticia/espert-pidio-bala-para-los-dos-motochorros-que-ejecutaron-a-un-policia-en-laferrere,19/12/2024
El Gobierno decretó asueto el 24 y 31 de diciembre en la Administración Pública Nacional,"Impacto Local Zárate - Noticias y Actualidad de la Ciudad

El Gobierno decretó asueto el 24 y 31 de diciembre en la Administración Pública Nacional",https://impactolocal.com.ar/2024/12/19/el-gobierno-decreto-asueto-el-24-y-31-de-diciembre-en-la-administracion-publica-nacional/,19/12/2024
"Mataron a una nena, escondieron sus restos en un ropero y los vecinos estallaron","Natalia Herrera, de 32 años, dio aviso al 911 poco después de las 15.00 de este miércoles para reportar que su hija Nayla Malena Agüero, de 7 años, había desaparecido cuando jugaba en una pileta de lona en el patio de su casa, en la esquina de Acoyte y Ambato, en el distrito de General Rodríguez.

Los uniformados iniciaron un operativo de búsqueda y acudieron del vecino de la niña, Ariel Axel Díaz, de 18 años, quien vive en la planta baja de la casa de dos pisos.

Sin embargo, no hallaron nada. Más tarde decidieron volver y al buscar con mayor detenimiento encontraron el cadáver de la menor en un ropero, envuelta entre sábanas.

El presunto asesino fue arrestado y trasladado a una dependencia de la zona. Además, la policía debió actuar para evitar que los vecinos quemasen la casa del acusado, y ahora se aguarda el resultado de la autopsia para conocer la causa de la muerte de Malena.",https://www.lanoticia1.com/noticia/horror-y-pueblada-en-general-rodriguez-mataron-a-una-nena-escondieron-sus-restos-en-un-ropero-y-los-vecinos-estallaron,19/12/2024
el conmovedor mensaje de la suegra del piloto fallecido en San Fernando,"La madre de la novia del piloto que, junto a su compañero de vuelo, Agustín Orforte, resultaron las únicas víctimas fatales del accidente que protagonizaron este miércoles en San Fernando, dedicó unas conmovedoras palabras al hombre que perdió la vida a los 44 años.

“En este casi año entero de conocerte y compartir, querido Martín Fernández Loza, aprendí a quererte y admirarte, por tu alegría de vivir, tu simpatía, calidez,tu hombría de bien, tu fuerza para sobreponerte a las calamidades de la vida, eras un gladiador...Buenazo, con esos ojos hermosos…”, inicia el mensaje de Susana Covre.

“GRACIAS, por hacer tan feliz a mi hija... Vuela alto Comandante, más alto que  el cielo, hasta Dios... Y ahí te.encontrarás con mi mamá, a la que quisiste conocer y no pudiste...Desde ese lugar en donde están ahora se que la cuidarán y guiarán a Franca, para que  encuentre el consuelo que no tiene...QUE EN  PAZ DESCANSES”, concluye.

En un segundo posteo, la mujer citó una frase de El Principito, la reconocida obra escrita por el aviador francés Antoine de Saint-Exupéry.

“EN MEMORIA DE MARTÍN FERNÁNDEZ LOZA- “Amar es saber que no te cambia el tiempo, ni las tempestades ni mis inviernos. Dar amor no agota el amor, por el contrario, lo aumenta. La manera de devolver tanto amor, es abrir el corazón y dejarse amar.– No lo entiendas, vívelo, dijo el Principito”.

Antes de las publicaciones, Susana Covre cambió su foto de perfil en Facebook por una en la que aparece posando con el piloto. En tanto que la novia de Fernández Loza, también le dedicó unas palabras en sus redes sociales, junto a una foto en la que están juntos.

“Fuiste increible amor de mi vida, no tengo palabras para este momento pero GRACIAS. Me hiciste la persona más feliz del mundo. Te amo para siempre. Cuidame porque siempre vas a estar conmigo”, publicó la joven en su cuenta de Instagram.

Martín Fernández Loza y Agustín Orforte, volvían de un vuelo a Punta del Este a bordo de un  Challenger 300 matrícula LV-GOK, perteneciente a la familia del empresario Jorge Brito -dueño del Banco Macro y presidente de River. Se investigan las razones del despiste, y se espera el acceso a la caja negra del avión para intentar determinar las causas del siniestro.

Según informaron desde la Municipalidad de San Fernando, hasta el momento, se desconoce qué fue lo que originó el accidente, por lo que la investigación quedó en manos de la jueza federal de San Isidro, Sandra Arroyo Salgado, con el fin de esclarecer el hecho.",https://www.lanoticia1.com/noticia/vuela-alto-comandante-mas-alto-que-el-cielo-el-conmvedor-mensaje-de-la-suegra-del-piloto-fallecido-en-san-fernando,19/12/2024
quiénes cobran el jueves 19 de diciembre,"La Administración Nacional de Seguridad Social (Anses) informa que este jueves 19 de diciembre continúan los pagos de las jubilaciones y pensiones que superan un haber mínimo, la Asignación Universal por Hijo, Asignación Familiar por Hijo y Asignación por Embarazo.

Asimismo, el organismo conducido por Sandra Pettovello, informa que todos los pagos incluyen el aumento por movilidad del 2,69 por ciento.

Titulares con documentos terminados en 4 y 5 cuyos haberes superan el monto mínimo también cobran el medio aguinaldo.",https://www.lanoticia1.com/noticia/calendario-de-pagos-anses-quienes-cobran-el-jueves-19-de-diciembre,19/12/2024
"Por mayoría y con críticas, se aprobó el presupuesto y el aumento de tasas para 2025","Este miércoles, el Concejo Deliberante de Lanús llevó adelante una sesión extraordinaria en la que se aprobó por mayoría el proyecto presupuesto para 2025, que es de 185 mil millones de pesos, y una asamblea de mayores contribuyentes en la que se aprobó por mayoría las ordenanzas fiscal y tarifaria.

En una doble jornada, primero se le otorgó al concejal del PRO Marcelo Villa una licencia de 15 días, lo reemplazó el dirigente del Nuevo Encuentro Peronista Omar López.

Luego se trató el aumento de tasas municipales, en la que el oficialismo aprovechó su mayoría parlamentaria, el voto de los dos ediles radicales y el sorpresivo acompañamiento del concejal de La Libertad Avanza Juan Del Oso.

Mas adelante se encendió el debate por el presupuesto 2025. El oficialista Omar Galdurralde tomó la palabra para defenderla a lo que marcó que la elaboración del cálculo de gastos y recursos tiene ""ingredientes políticos que marcan el camino"". ""Nos sentimos bastante satisfechos con lo hecho en un contexto donde el gobierno nacional ha decidido unilateralmente recortar todos los recursos que transfería al municipio y a la provincia"", indicó.

🤝🏽El concejal de Unión por la Patria de Lanús Omar Galdurralde defendió el proyecto de presupuesto local para 2025. pic.twitter.com/mFtGpvmI8Y

— Política del Sur (@PoliticaDelSur1) December 19, 2024

La respuesta llegó por parte del PRO a través de Damian Schiavone que entendió que ""al gobierno local le cuesta enfocarse en las cuestiones importantes para la gestión"". ""Vemos con preocupación que el municipio prevé recaudar casi 8 mil millones de pesos en multas de tránsito, es algo de lo que los vecinos se quejan"", sostuvo.

🗣️El edil del PRO de Lanús Damián Schiavone manifestó no estar de acuerdo con algunos puntos del presupuesto municipal para 2025. pic.twitter.com/zPnVUYigtX

— Política del Sur (@PoliticaDelSur1) December 19, 2024

También señaló que hubo ""areas que aumentaron menos del 30%"" en su inversión con respecto al año pasado como en el caso de Desarrollo Social, según expresó. Reclamó que ""los gastos en personal suben más del 50%"" y que hay 6000 millones en obras pero no se especifican.

La concejal de La Libertad Avanza Mariana Ayesa apuntó que ""este presupuesto está a contramano"" de la gestion nacional y resaltó que hay ""gastos desproporcionados en espacio público que podrían ir para salud y seguridad"". ""Hay que bajar la presión tributaria a los vecinos"", consideró.

#Ahora | debate del

Presupuesto en el HcD de Lanús

❕La concejal de La Libertad Avanza de Lanús Mariana Ayesa adelanta su voto negativo al presupuesto local de 2025. pic.twitter.com/m2jbZSe1Dt

— Política del Sur (@PoliticaDelSur1) December 19, 2024

El referente del radicalismo Emiliano Bursese especificó que en el area de ""empleo se venía trabajando bastante bien hasta que finalizó la gestión anterior"" y observó que ""habrá aumento en recaudación de fotomultas pero las cámaras las puso el gobierno anterior"".

Galdurralde retomó la palabra para indicar que celebran ""ir contra la política nacional"". ""Es trascendente que nos hagamos cargo. Este presupuesto es un camino a recorrer. No es grato subir impuestos -el gobierno nacional restituyó el impuesto a las ganancias-, pero hay demandas que atender y de algún lado hay que financiarlas"", cerró.

La votación quedo catorce votos a favor contra nueve en contra.",https://politicadelsur.com/nota/89821/por-mayoria-y-con-criticas-se-aprobo-el-presupuesto-y-el-aumento-de-tasas-para-2025/,19/12/2024
Autoconvocados del IOMA plantean reclamos en toda la Provincia en un jueves clave,"Hace unos días, afiliados del IOMA en Olavarría coparon las oficinas de la obra social provincial, para reclamar por los problemas de atención, en especial en las clínicas y consultorios médicos.

Esto generó un colapso en turnos y estudios, que disparó la bronca. Esa protesta de autoconvocados se extendió a otras localidades, y tendrá este jueves una jornada provincial de protesta. En la misma, grupos de pacientes de los 135 municipios buscarán llamar la atención del gobernador Axel Kicillof, para que tome cartas en el asunto.

Casi al mismo tiempo, la entidad podría firmar un nuevo acuerdo con los médicos, y así dar fin a un largo conflicto, que se profundizó con denuncias cruzadas y la intervención de la oposición, que usó la crisis del IOMA para rechazar los proyectos vinculados a la salud del oficialismo El Consejo Consultor Gremial alerta sobre el impacto de esta situación en la atención de millones de trabajadores estatales en todo el territorio.

Según pudo saber Política del Sur, hoy jueves 19 habrá una jornada de protesta que pretende realizarse en toda la provincia de Buenos Aires por parte de afiliados autoconvecados.

Esto dejó a la deriva a miles de personas, que se reclamaron respuestas ante la oficina local varias veces. A partir de allí comenzaron a reunirse y a buscar otros afiliados afectados.

“Los vecinos piden movilizaciones y descubrimos que lo que más molesta a los directivos es que nos concentremos en sus lugares de trabajo. Por eso decidimos realizar una mega movilización”, afirmó desde el grupo original que llamó a la movilización.

La protesta apunta a presionar a las autoridades del IOMA con el fin de visibilizar la situación crítica que atraviesan los afiliados. La convocatoria difundida en redes sociales por los grupos autoconvocados señala que la “desprotección y el desamparo del IOMA se extienden a toda la provincia” y destaca la necesidad urgente de respuestas concretas frente a los recortes en medicamentos y prestaciones que afectan a miles de personas.

Según informaron los organizadores, los manifestantes llevarán carteles y pancartas en las inmediaciones de las delegaciones de IOMA, con mensajes que reflejan las problemáticas más urgentes: la falta de cobertura para tratamientos de alta complejidad, el incumplimiento en la entrega de medicación crítica y la vulneración del derecho a la salud.

En estas localidades, los afiliados perdieron prestaciones, dejaron de elegir a sus médicos de cabecera y, en muchos casos, deben pagar de su bolsillo las consultas mientras continúan aportando a la obra social. Además, en comunas como Navarro, el conflicto alcanzó un punto crítico con el cierre de acuerdos directos con IOMA por sumas millonarias. Este tipo de medidas generó una fuerte reacción en los municipios, donde intendentes y dirigentes locales han sido interpelados por sus decisiones.

“Vamos a hacer una movida grande en La Plata, pero eso quedará para el año que viene. Ahora, con las vacaciones de por medio, nadie nos va a escuchar”, señaló.

La oposición se sumó a esta movida, y viene criticando el manejo del IOMA, aprovechando estas situaciones para pedirle a la gestión provincial más recursos. Así, fue trabando los proyectos vinculados a la salud, aunque luego de muchas negociaciones se consiguieron los votos para la empresa de emergencia estatal y se encamina a crear la planta productora de medicamentos.

No aceptamos que el Gobernador siga privatizando prestaciones estratégicas de la salud pública y abandonando otras obligaciones como la atención a los afiliados de IOMA.

Sigue: pic.twitter.com/VUVxHxsFZy

— Diego R Garciarena (@dgarciarena) December 13, 2024

El dato no lo desmintieron ni confirmaron por ninguna de las dos entidades, aunque dieron a entender que la noticia reúne la suficiente verosimilitud como para que la esperada y reclamada normalización en la prestación de los servicios de salud se concrete.

El 27 de septiembre el directorio de IOMA había resuelto prescindir, a partir del 1 de octubre de 2024, de los servicios prestacionales brindados por la FEMEBA en los municipios de Olavarría, Azul, Tapalqué, General Alvear, General Lamadrid, Daireaux, Laprida y Lincoln “por resultar insatisfactoria la prestación”. Entre los motivos figuraban “problemas de acceso principalmente en el primer nivel de atención, donde existen restricciones por cobros indebidos, falta de profesionales e imposibilidad de obtener turnos en tiempos aceptables”.",https://politicadelsur.com/nota/89819/autoconvocados-del-ioma-plantean-reclamos-en-toda-la-provincia-en-un-jueves-clave/,19/12/2024
eliminación de la intermediación económica y mejoras en el acceso a la atención médica,"Impacto Local Zárate - Noticias y Actualidad de la Ciudad

IOMA anunció un histórico acuerdo con FEMEBA: eliminación de la intermediación económica y mejoras en el acceso a la atención médica",https://impactolocal.com.ar/2024/12/19/ioma-anuncio-un-historico-acuerdo-con-femeba-eliminacion-de-la-intermediacion-economica-y-mejoras-en-el-acceso-a-la-atencion-medica/,19/12/2024
Los mensajes de dolor y la historia de las víctimas,"Loza, el piloto, era oriundo de la localidad de Munro, en Vicente López, pero en la actualidad vivía en Martínez, en San Isidro. Tenía una amplia experiencia como piloto. Trabajo para empresas como Top Air SA, la línea aérea Austral (que hoy forma parte de Aerolíneas Argentinas), Servicios y Emprendimientos Aeronáuticos, Aviaser SA, Jet Clipper y ahora volaba para la firma New Lines SA.

Con apenas 20 años, había sido noticia por un hecho de inseguridad. En septiembre de 1998, fue víctima de un robo en una formación del ferrocarril Belgrano Norte cuando viajaba hacia Don Torcuato, para tomar clases de aviación. “Fuiste increíble, amor de mi vida. No tengo palabras para este momento, pero gracias”, escribió la novia del piloto en su cuenta de Instagram (@franubernasconi).

“Me hiciste la persona más feliz del mundo. Te amo para siempre. Cuidame porque siempre vas a estar conmigo”, agregó, acompañando el posteo con una foto de los dos juntos.

Por su parte el copiloto, Agustín Orforte, tenía 35 años y según su perfil de la red social Facebook, vivía Castelar y había estudiado en la Universidad de Morón.

Cabe destacar que el avión llegó a tocar la pista y luego ocurrió el desplazamiento que provocó la muerte de los tripulantes que iban a bordo, tras el trayecto que realizó hasta el lugar en el que ocurrió la colisión. Anoche voceros indicaron que la avioneta se habría estrellado a 380 kilómetros por hora.",https://www.eldia.com/nota/2024-12-19-2-3-29-los-mensajes-de-dolor-y-la-historia-de-las-victimas-policiales,19/12/2024
"“Los jóvenes son nativos digitales y nos están pidiendo otro tipo de educación”, destacó el intendente de Tinogasta","De visita en la UNLaM, el jefe comunal celebró la posibilidad de que los jóvenes de ese departamento catamarqueño accedan a las carreras a distancia brindadas por la Escuela de Artes y Medios de Comunicación.

De visita en la UNLaM, el jefe comunal celebró la posibilidad de que los jóvenes de ese departamento catamarqueño accedan a las carreras a distancia brindadas por la Escuela de Artes y Medios de Comunicación.

El intendente y el secretario de Educación y Juventud del departamento catamarqueño de Tinogasta, Ernesto Andrada y Mauro Argañaraz, respectivamente, visitaron la Universidad Nacional de La Matanza (UNLaM) y mantuvieron un encuentro con autoridades de la Escuela de Artes y Medios de Comunicación con el propósito de generar acuerdos a fines de que los jóvenes de su región accedan a carreras a distancia brindadas por esta Casa de Altos Estudios.

""La UNLaM es una universidad joven y de gran magnitud. Nos emociona que nos abran las puertas a nosotros, que venimos de una comunidad chiquita, de 17.000 habitantes"", valoró Andrada en diálogo con el programa UniLike de Radio Universidad. Y resaltó: ""Necesitamos levantar para arriba la cuestión cultural para brindarles herramientas a nuestros jóvenes"".

Como Tinogasta no cuenta con universidad, el intendente destaca que desde el Departamento deben ""aprovechar las posibilidades que brinda la tecnología y trabajar de acuerdo al contexto social y económico de la población"". ""Nuestros jóvenes tienen que dejar de pensar en el Estado como en una vía de salida laboral o de sustento. Hay que generar recursos por fuera del Estado y es genial trabajar con diplomaturas que promuevan eso"", evaluó.

En ese sentido, subrayó: ""En menos de un año, pasamos de no tener ninguna a contar con más de 35 carreras para ofrecer a los jóvenes. Tenemos que adaptar espacios y armar un lugar para que puedan ir y donde cuenten con los contenidos necesarios para enseñarles a manejar las redes sociales para monetizar los contenidos"". ""Nos tenemos que adaptar a los jóvenes, que son nativos digitales y nos están pidiendo otro tipo de educación"", remarcó.

Por su parte, el secretario de Educación y Juventud enfatizó en la importancia de que, a través de las distintas carreras a distancia brindadas por la Escuela de Artes y Medios de Comunicación de la UNLaM, los jóvenes de Tinogasta ""tengan otra opción para estudiar y que puedan desarrollarse en el Departamento"".

En tanto, la secretaria Académica de la Escuela de Artes y Medios de Comunicación, Aldana Galardo, resaltó que la visita de los funcionarios del departamento catamarqueño ""tiene que ver con la idea de generar mayor oferta académica para ampliar el derecho a la educación"". ""Pensaron en nuestra Escuela y las carreras que estamos ofertando a distancia"", celebró.",https://www.el1digital.com.ar/universidad/los-jovenes-son-nativos-digitales-y-nos-estan-pidiendo-otro-tipo-de-educacion-destaco-el-intendente-de-tinogasta/,19/12/2024
El Sindicato de Comercio realizará el apto físico para el ingreso escolar,"Todos los años, con el comienzo del ciclo lectivo, los alumnos de escuelas primarias y secundarias deben presentar un apto físico integral, que más allá de las exigencias de las instituciones educativas, es una buena oportunidad para que los padres controlemos el estado de salud de nuestros hijos.

En esta oportunidad, el Sindicato de Empleados de Comercio de Lomas de Zamora, Esteban Echeverría y Ezeiza, en conjunto con la Obra Social de los mercantiles, implementará un circuito de revisión médica a partir del 1 de enero de 2025, de tal manera que en una sola jornada se pueda resolver la mayor parte de lo solicitado por las escuelas.

En el horario de 8 a 12 hs. y hasta el 25 de abril, a cada niña o niño que asista a los Policonsultorios del Sindicato, acompañado por sus padres, se le realizará un electrocardiograma, que será revisado por un cardiólogo, y tendrá una consulta con un odontólogo y un pediatra, de tal manera que cada profesional extienda el correspondiente certificado de aptitud física.

“Desde el Sindicato tratamos de facilitar a la familia trabajadora este tipo de trámites. Entendemos que más allá de lo positivo de realizar estos estudios médicos periódicos, que a los que somos padres nos ofrecen la tranquilidad de conocer mejor el estado de salud de nuestros hijos, no deja de ser una incomodidad ajustar los horarios laborales a los diversos turnos médicos. Como lo organizamos, a partir de enero y en un solo día, las compañeras y compañeros pueden tener un diagnóstico completo sobre la situación médica de sus hijos y llevarse el certificado que acredite la misma”, expresó .",https://politicadelsur.com/nota/89824/el-sindicato-de-comercio-realizara-el-apto-fisico-para-el-ingreso-escolar/,19/12/2024
